,FPI_Ratio_0,FPI_Ratio_1,FPI_Ratio_2,FPI_Ratio_3,FPI_Ratio_4,FPI_Ratio_5,FPI_Ratio_6,FPI_Ratio_7,FPI_Ratio_8,FPI_Ratio_9
pst_pc_cse,0.0670198935720112,0.1954731368372919,0.1049907470626144,0.0599939697948144,0.2065985080016756,0.1291363302666694,0.0942456980465357,0.2358178851026661,0.1766487404290401,0.4307334133683171
pst_pc_use,0.0670198935720112,0.1954731368372919,0.1049907470626144,0.0599939697948144,0.2065985080016756,0.1291363302666694,0.0942456980465357,0.2358178851026661,0.1766487404290401,0.4307334133683171
tmp_dc_cyr,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
tmp_dc_uyr,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
snw_pc_uyr,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
snw_pc_cmx,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
snw_pc_cyr,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
GL_lat,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
RA_lat,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
Mean_Temp_Deg_C,0.1295321640099755,0.0634916573461121,0.1400300915716699,0.0273362078005147,0.2720119797819045,0.0944289687671135,0.0928639940387716,0.0637189721501714,0.0904276503758421,0.1166716420392633
RA_ms_di,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_SO,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
pop_ct_usu,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
gdp_md_usu,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_cms_cyr,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_xam2,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_cms_cmx,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_cms_cmn,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_dm,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
RA_ms_av,0.1537400545375554,0.0556981008179318,0.0897557766791141,0.2360923422043425,0.2864425915212881,0.0889177204022072,0.058501541673953,0.0920351542296191,0.1936337926046306,0.1476062921332593
pac_pc_cse,0.0418425260835005,0.0537842006195567,0.2888140551907959,0.0258621053847252,0.139376645264369,0.1145443490103344,0.0986453434573814,0.0425659772795042,0.1042356369116726,0.3557695031238386
pac_pc_use,0.0418425260835005,0.0537842006195567,0.2888140551907959,0.0258621053847252,0.139376645264369,0.1145443490103344,0.0986453434573814,0.0425659772795042,0.1042356369116726,0.3557695031238386
slt_pc_cav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
slt_pc_uav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
snd_pc_cav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
snd_pc_uav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
cly_pc_uav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
cly_pc_cav,0.1594239986991233,0.1333786223504034,0.0646488303011377,0.0454938958381182,0.2229075891190125,0.0888402598348582,0.0577696776859047,0.1321292298636691,0.0727607092589877,0.2204989930958557
Percent_Silt,0.3981984033588623,0.1497667776050858,0.1060969280077915,0.3615916608358284,0.2920813619289268,0.1477986622736651,0.1670750821188808,0.1193180661811612,0.2903613610087533,0.1897051556283203
Percent_Tot_Sand,0.3981984033588623,0.1497667776050858,0.1060969280077915,0.3615916608358284,0.2920813619289268,0.1477986622736651,0.1670750821188808,0.1193180661811612,0.2903613610087533,0.1897051556283203
NPOC_Field_mg_per_L_as_C,0.1654649732905288,0.1616119082858977,0.0907994714113989,0.1563215998106025,0.138611425223863,0.401868208340113,0.1874783388205735,0.1092860143375039,0.2500209368553942,0.3114296940685288
Percent_Med_Sand,0.0482537531475353,0.0196822448934652,0.0807966826955103,0.0216542073534621,0.0104268820946518,0.0252055327033957,0.068939707569331,0.0375064256376794,0.0291386715677632,0.0455243010074609
ele_mt_cav,0.21622272445917,0.0172487621026321,0.1213119707978554,0.0259104337150564,0.0380433605609396,0.0161357987263144,0.0307962271040924,0.0320884092947007,0.0060857415565533,0.0235711746329332
Total_Photorophs_cells_per_gram,0.158182020806647,0.0413476761380635,0.0507982286800353,0.094772350568034,0.0121170657483742,0.0236050128407071,0.0232503882617856,0.0158580708058427,0.0641030530248298,0.0738031645578799
NPOC_INC_mg_per_L_as_C,0.2045942349825946,0.041238265118656,0.0642507620332548,0.0514363428950735,0.0704907908591002,0.1264615092380811,0.0280984935557289,0.0761986509333759,0.1125891449113499,0.1814602010854369
hdi_ix_cav,0.0166139175726222,0.0454169263800869,0.0935276264648111,0.0082026553679279,0.029483513254683,0.0353379890036158,0.0174566499061379,0.0325813095022839,0.1114470517290013,0.0360694521498535
